Stock No,TICKER,CUSIP,Avg CashFlow,Avg Lev Ratio (BV),Avg Lev Ratio (MV),Avg Earnings
1034,TIK,879165207,-0.6,0.1,0.1,-0.5
1035,UQM,903213106,5.2,0,0,-4.7
1036,MOC,20050L100,30,0,0.1,0.7
1037,TRMB,896239100,-1218.9,0.2,0.1,101.1
1038,VERU,92536C103,20.9,0.1,0,3
1039,CKX,12562N104,17.4,0,0,1.3
1040,RSRV,761102102,79.5,0,0,3.5
1041,CRK,205768302,875.6,-0.8,1.8,-38.5
1042,EXPO,30214U102,544.2,0,0,22.4
1043,BHE,08160H101,3202.8,0.1,0.1,50.6
1044,MTRX,576853105,363.2,0.1,0.1,13.4
1045,ESE,296315104,434.1,0.1,0.1,26.8
1046,ETH,297602104,450.7,0.2,0.2,49.6
1047,BIOL,90911108,92,0,0,-7.4
1048,CVA,2.23E+106,422.9,1,0.9,57.4
1049,IFNY,45663L502,3.9,0.3,0.2,-7.3
1050,WNDM,98211X106,-1.3,0.1,0.1,-2.5
1051,SONC,835451105,34.1,8.7,0.5,49.3
1052,CYH,203668108,-11023.7,1.3,2.4,150.2
1053,DORM,258278100,514.8,0.2,0.5,36.3
1054,IO,462044207,-278.7,0.3,0.5,-49.4
1055,REGN,75886F107,-11.5,0.4,0.1,68.1
1056,RTKHQ,760112201,-538.2,0.8,0.5,-31.6
1057,X,912909108,387.5,0.3,0.8,28.3
1058,NNWWF,663278208,-72.1,0.4,0.2,54.9
1059,AXAS,3830106,-68.2,0.5,2.8,-5.4
1060,ABCP,23164106,3.1,0,0,11.9
1061,HAE,405024100,360.6,0.2,0.1,37.8
1062,IONS,462222100,-112.4,1,0.3,-51.4
1063,CHKE,16444H102,502.6,0.8,0.1,13.1
1064,LCUT,53222Q103,127.7,0.2,0.4,6
1065,FCFS,33767D105,299.4,0.2,0.2,39
1066,DSW,23334L102,-1728.5,0.2,0.8,22.7
1067,IDXX,45168D104,78.5,0.1,0,112.7
1068,ISIG,45765Y105,38.6,0,0,3.3
1069,AES,00130H105,-30206.2,1.3,2.8,16.8
1070,CRVL,221006109,83.8,0,0,21.1
1071,EVLV,300487105,-626.3,0.1,0.1,-25
1072,DIN,254423106,-206.8,1.3,2,35.3
1073,KALU,483007704,838.1,0.1,1.6,8.5
1074,ALKS,G01767105,751.7,0.9,0.1,-29
1075,MNST,61174X109,-316.6,0,0,179.4
1076,VRTX,92532F100,1585.4,0.5,0.1,-315.8
1077,MNRO,610236101,408.7,0.3,0.2,32.6
1078,PRGS,743312100,1035.3,0,0,37.4
1079,TVTY,88870R102,132.2,0.3,0.3,-3
1080,ZBRA,989207105,-867.1,0.2,0.1,70.4
1081,AEY,6743306,38.6,0.2,0.2,3.5
1082,EZPW,302301106,82.5,0.2,0.8,26.7
1083,FIZZ,635017106,108.9,0,0,31.1
1084,BIIB,09062X103,-833,0.2,0.1,886.3
1085,ISGN,46436A203,-14.4,0.3,0.1,-3.7
1086,BONTQ,09776J101,17.6,1,8.2,-6.6
1087,WTT,976524108,-73.7,0.1,0.1,0.1
1088,ODFL,679580100,-1046.7,0.3,0.3,98.4
1089,RHP,78377T107,-1838.3,0.6,0.7,5.9
1090,ARCI,03814F205,-11.7,0.3,0.6,0.1
1091,ATNI,00215F107,2808.1,0.2,0.2,42.9
1092,BSTC,90931106,5.4,0,0,0.7
1093,EDIG,26841Y103,-34.9,1.6,0,-1.9
1094,WNC,929566107,-534,0.6,0.6,-12.1
1095,JBSS,800422107,-457.9,0.2,0.6,9.8
1096,PRGO,G97822103,5559.6,0.4,0.2,127.6
1097,TTEK,88162G103,338.5,0.1,0.1,38.1
1098,AMSC,30111207,-564.4,0,0,-51.3
1099,BLGO,09065A100,5.9,0.6,0,-5.1
1100,QCOM,747525103,-2199.7,0,0,2946.3
1101,EEP,29250R106,-1132.5,0.8,0.7,216.9
1102,AHPI,19222207,28.9,0.1,0.1,-1.8
1103,PEYE,740294301,-114.7,0.2,0.2,-2.4
1104,SPOK,84863T106,-125.1,0.3,3.2,5.8
1105,GILD,375558103,21332.3,0.4,0.1,2994.5
1106,PDLI,69329Y104,-2142.2,-0.8,0.3,73
1107,ABAX,2567105,411.2,0,0,13.5
1108,MSON,604871103,14.6,0,0,-0.3
1109,ACFN,4848107,26.5,0.1,0.2,-5.5
1110,ROP,776696106,22188.3,0.5,0.2,282.5
1111,ITPOF,460919103,-15.9,0.6,1.4,-7.7
1112,TNH,881005201,-912.8,0,0,221.3
1113,GOVX,373678200,-88,-0.1,0,-3.6
1114,ELY,131193104,36.6,0,0,5.3
1115,BTX,09066L105,430.2,0.2,0,-12.9
1116,TWX,887317303,-25350,0.4,0.4,-4602.2
1117,USAK,902925106,170.1,0.6,1,0.9
1118,AERG,03819M106,27.5,0.9,1.7,-7.4
1119,TGB,876511106,388.2,0.2,0.4,-1.6
1120,STEM,85857R303,213.9,0.2,0.1,-21
1121,CBK,171046105,163.3,0,0,8.1
1122,ICUI,44930G107,2180.9,0,0,26.4
1123,MHK,608190104,-2226.6,0.4,0.3,217.3
1124,PX,74005P104,-2131.2,0.6,0.2,1087.2
1125,NCS,628852204,165.9,0.5,0.7,-24.7
1126,ASUR,04649U102,249.9,0.3,0.2,-4.9
1127,KOPN,500600101,-327,0,0,-6.1
1128,AGCO,1084102,5643.8,0.2,0.4,220.2
1129,SMRT,858375108,-2,0.1,0.2,20.1
1130,CASS,14808P109,517.4,0,0,15.8
1131,BKE,118440106,1266.6,0,0,94.6
1132,OLED,91347P105,523.3,0,0,-3.3
1133,KSS,500255104,-6707,0.3,0.2,840.3
1134,PTSC,70336N107,-29,0.7,0,0.4
1135,INTZ,4.61E+209,-178.7,0.1,0.1,-4.3
1136,STE,G84720104,152.3,0.2,0.1,93.7
1137,USPH,90337L108,50.8,0.1,0,11.8
1138,DWCH,237917208,218.6,0,0,-5
1139,FC,353469109,-83.9,0.2,0.3,-4.7
1140,BBBY,75896100,1904,0,0,624.6
1141,DHI,23331A109,3252.8,0.6,0.6,267.9
1142,FINL,317923100,116.4,0,0,39.6
1143,MGIC,559166103,48.4,0,0,4.9
1144,ACCFF,00435L108,63,0.5,0.5,6.3
1145,BGC,369300108,2035,0.6,1.3,3.9
1146,JCTCF,47733C207,15.7,0,0.1,1.6
1147,FCEL,35952H502,698.9,0.1,0,-52.3
1148,SBUX,855244109,239.4,0.1,0,749.8
1149,DYN,26817R108,14956.2,0.8,3.5,-385.1
1150,SPN,868157108,842.1,0.5,0.4,-10.1
1151,CENTA,153527205,3.9,0.5,0.8,3
1152,ITEX,465647402,16.8,0.1,0.1,1.1
1153,WIRE,292562105,609,0.2,0.1,32.9
1154,EDTXF,847577103,58.2,0.6,0.2,-5.2
1155,BRBMF,08947P103,30,0.1,0.1,4
1156,PRCP,71361F100,97.2,0,0,0.8
1157,LAYN,521050104,379.7,0.2,0.4,-15.4
1158,PBOX,70433R209,1.2,0.1,0.1,-1.8
1159,ESMC,296074305,-56.3,0.3,0.4,-1.7
1160,CVU,125919308,56.8,0.1,0.1,1.5
1161,CRVP,22940F103,-119.2,1,1.2,-2.7
1162,CAKE,163072101,-766.9,0.1,0.1,74.4
1163,LFUS,537008104,4160.5,0.2,0.1,44.4
1164,ASGN,682159108,-1018.3,0.3,0.2,17.8
1165,APTO,03835T200,-199.1,0.9,0.1,-12.1
1166,CREAF,Y1775U107,-806.6,0.1,0.1,-17.9
1167,EFII,286082102,-146.2,0.1,0.1,23.5
1168,SFEG,8.02E+112,-59.6,-1.5,0.4,-5.1
1169,EMRAF,290876101,53146.2,0.8,0.8,190.6
1170,KEM,488360207,80.4,0.5,2,-32.6
1171,GCEH,378989107,-31.2,0.1,0.9,-1.6
1172,CPSS,210502100,1757.3,8.4,27.3,3.9
1173,MTX,603158106,300.5,0.2,0.2,52.2
1174,PQ,716748306,400.8,1.2,1.1,-23.8
1175,PDCO,703395103,-1027.4,0.3,0.1,183
1176,KAI,48282T104,501,0.1,0.2,12.4
1177,STLY,854305208,-125.1,0.1,0.1,3.7
1178,NAVB,63937X103,-22.2,0.6,0.1,-15.3
1179,LGND,53220K504,356.3,-0.1,0.1,8.5
1180,FEOVF,67524Q132,3,0,0.1,-1.6
1181,PESI,714157203,-36.8,0.2,0.3,-1.8
1182,BBOX,91826107,-131.7,0.2,0.3,0.4
1183,SM,78454L100,8124.9,0.3,0.3,98.9
1184,CKH,811904101,1864.7,0.4,0.5,100.8
1185,HMSY,40425J101,627.4,0.2,0.1,16.4
1186,ULBI,903899102,26.4,0.1,0,-3.5
1187,IAC,44919P508,7912.8,0.1,0.1,222.7
1188,GPOR,402635304,11499.1,0.2,0.1,-41.8
1189,AKTAF,9905100,-70.7,0,0,16.3
1190,MPVD,62426E402,1412.3,0,0,-6.5
1191,FDCFF,349852301,-7.7,0,0,-1.8
1192,BLKCF,37958L107,-335.3,0.1,0.3,-7.1
1193,MCA.H,60151C104,-15.7,0,0,-0.2
1194,SMIT,806870200,-1.3,0,0,-0.4
1195,PPEVF,694740200,0.2,0,0,-1
1196,MPXEF,553443102,2.1,-1,0.1,-0.4
1197,ARSEF,02136K108,1.7,0,0,-1.9
1198,SSRM,784730103,1439.5,0.1,0.1,-3.5
1199,BNPUF,09784Y108,-1506.4,0.3,0.4,102.9
1200,CHMP,158520205,19.5,0.7,2.5,-1.7
1201,TVIPF,872917109,2.8,0.5,0.5,-2.3
1202,TRX,87600U104,-6.3,0,0,-4.1
1203,ESVIF,293570107,-405.8,0.1,0.1,140.7
1204,EGY,91851C201,139.3,0.1,0.1,0.9
1205,AAV,00765F101,-359.1,0.3,0.4,-9.4
1206,IGPFF,452924400,36.3,0.2,2.6,-0.2
1207,CTO.,17253G102,-7.6,0,0,0.4
1208,NLS,63910B102,192.8,0,0,13.2
1209,RCKY,774515100,-43.9,0.4,1,4.1
1210,CHK,165167107,10816.7,0.8,1,-528.7
1211,SGA,786598300,-27.5,0.8,0.8,7.2
1212,CREE,225447101,-2173.3,0,0,51.8
1213,LIVN,G5509L101,-294.7,0.8,0,7
1214,CRY,228903100,612,0,0,0.9
1215,AGN,G0177J108,-150538.9,0.4,0.3,198.5
1216,PENC,706582202,-32.7,0.3,0.1,-3.8
1217,RELV,75952R209,4.6,0.2,0.2,2.6
1218,SCON,867931503,-187.2,0,0,-15.9
1219,VICL,925602203,-687.2,0,0,-22.5
1220,SDON,800111106,-16.5,0.1,0.3,-0.8
1221,AVID,05367P100,602,0,0,-12
1222,INTU,461202103,-8348,0.1,0,457.2
1223,DEST,25065D100,143.4,0.6,0.9,5.9
1224,SCVL,824889109,49.3,0,0.1,18.9
1225,ALG,11311107,-487.1,0.2,0.2,19.7
1226,MCHP,595017104,15490.1,0.3,0.1,250.7
1227,CHS,168615102,-460.5,0,0,89.9
1228,AEMD,00808Y208,25.9,-0.2,0,-5.1
1229,RPRX,76028H209,125.1,0,0,-14.7
1230,MAGAA,559235403,-47.4,0,0,-0.7
1231,TRZBF,89351T401,2020.3,0.1,0.2,27.3
1232,VNRCF,91912H108,93.2,0.8,0.5,116.2
1233,FOSL,34988V106,-147,0.1,0,162.5
1234,SANM,801056102,-6238.5,0.4,1,-280.7
1235,AGU,8916108,-2912.5,0.3,0.3,567.5
1236,ATR,38336103,3024.1,0.2,0.1,129.3
1237,ORLY,67103H107,-5374.1,0.2,0.1,388.4
1238,RCL,V7780T103,-3866.7,0.8,1,473.3
1239,POL,73179P106,1873.8,0.5,0.8,33.4
1240,JBL,466313103,3303.3,0.2,0.3,111.8
1241,ANIK,35255108,505.1,0,0.1,8.8
1242,GILT,M51474118,-2852.1,-0.5,4.1,-42.4
1243,TWI,88830M102,1583.1,0.7,1.8,-4.2
1244,PERY,288853104,-48,0.7,1.3,8.1
1245,RIG,H8817H100,13277.3,0.5,0.6,294.8
1246,LINK,458751302,40.2,0.1,0.1,-2.5
1247,LGF.A,535919401,5182.5,1.6,1.1,10.2
1248,OFIX,N6748L102,95.6,0.3,0.2,4.9
1249,ATTU,M15332121,-45.8,0.1,0.2,-5.2
1250,SPNS,N7716A151,27,0.2,0.3,-0.6
1251,MAGS,M6786D104,359.7,0.1,0.1,-0.8
1252,PZZA,698813102,-467.2,0.4,0.1,50.4
1253,TGAFF,87402A108,566.6,0.7,5.5,7.4
1254,THRM,37253A103,1416.7,0.1,0,15.2
1255,BBSI,68463108,413.6,0,0,6.6
1256,SEMFF,816922108,1529.5,0.1,0.2,11.3
1257,LBY,529898108,254.7,1,3.1,12.5
1258,FLIR,302445101,3440,0.3,0.1,139.4
1259,SHLO,824543102,-658.4,0.5,1.6,3.6
1260,CGEAF,19239C106,-3134.3,0.8,0.8,65
1261,SGY,861642403,2084,0.6,0.9,-104.3
1262,BCO,109696104,2126.7,0.1,0.2,85.6
1263,KTEC,493143101,-79.4,0.1,0.2,1.1
1264,CSHEF,G2109M100,172.8,0,0.4,-3
1265,RHUHF,76329W103,-54.2,0,0,33.5
1266,TLF,87538X105,72.9,0.1,0.1,3.8
1267,MCRI,609027107,65.2,0.5,0.3,12.4
1268,ATRM,04964A103,-41.4,0.4,0.3,-4.4
1269,INOD,457642205,127,0,0,1.1
1270,BLDP,58586108,-2828.9,0,0,-68.1
1271,BWA,99724106,853.1,0.2,0.3,280.2
1272,FLL,359678109,298.7,0.4,0.7,1.2
1273,SPTN,847215100,-967.2,0.4,1,17.4
1274,WINA,974250102,-75.8,0.2,0.1,8
1275,ROYL,78074G200,25.8,0.2,0.1,-1.2
1276,MATN,57667K109,-23.9,0,0,-13.3
1277,ARWR,04280A100,899.5,1.8,0.1,-24.9
1278,FTEK,359523107,72.2,0,0,0.8
1279,SFEF,802014100,-32.2,1,2.1,-1.2
1280,ARRS,G0551A103,7102.9,0.3,0.2,19.8
1281,IMCI,456910306,-2.9,1.5,1.1,-1
1282,BKS,67774109,2714.7,0.1,0.2,37.7
1283,MAR,571903202,7387.5,0.6,0.2,471.5
1284,BDC,77454106,3575.3,0.6,0.4,34.3
1285,NVIC,62944W207,-0.7,0.5,0.1,-1.4
1286,BYD,103304101,-316.3,1.9,3,-22.7
1287,DECK,243537107,933.3,0.1,0.1,79.5
1288,COST,22160K105,14466.4,0.1,0.1,1256.4
1289,SDOIA,85336L109,161.8,0,0,-0.8
1290,ZARFF,989133202,-383.6,0.2,0.5,10.2
1291,PTN,696077403,268.5,0,0,-16
1292,PTEN,703481101,-1587.9,0.1,0.1,183
1293,INCY,45337C102,-442.8,-31.4,0.4,-107.7
1294,NYNY,292052305,1562.3,-2.2,0.4,-13.2
1295,ITRI,465741106,658.1,0.5,0.3,-21.6
1296,BTE,07317Q105,59.6,0.3,0.5,17
1297,URBN,917047102,822.3,0,0,153.3
1298,CNTY,156492100,212.9,0.4,0.4,3.7
1299,UFPI,913543104,656.8,0.2,0.2,37.7
1300,MACE,554335208,-26.6,0.2,0.5,-5.4
1301,NFX,651290108,4155.1,0.5,0.4,-71.6
1302,EHMEF,380355107,318.5,0.2,0.3,8.3
1303,SCHN,806882106,-115.5,0.2,0.3,34.8
1304,VIAV,925550105,-3993.7,0.2,0.1,-4264.7
1305,PRKR,701354300,-157.3,0,0,-19
1306,SHOO,556269108,-293.7,0,0,56.8
1307,EMN,277432100,-1718.8,0.5,0.5,385.8
1308,UFPT,902673102,167.9,0.2,0.5,4.5
1309,LNG,16411R208,38169.5,-3,3.8,-222.6
1310,VVIVF,91911V306,-12.8,0.3,0.2,-2.6
1311,THERF,88338H100,-266.5,0.1,0.1,-13.4
1312,MED,58470H101,191.8,0.1,0.1,9.3
1313,KIWB,49835F104,-13.7,0.2,0,-4.5
1314,HAIN,405217100,889.9,0.2,0.2,48.3
1315,CGI,150838100,-206.9,0.6,0.7,12.7
1316,MLNK,60786L206,-4626,0,0.1,-486.3
1317,MCZAF,556162105,75.1,0.1,0.1,-4.5
1318,SGMA,82661L101,39.3,0.3,1.2,1.7
1319,DAKT,234264109,82.7,0,0,15.1
1320,DSPG,23332B106,3,0,0,-2.1
1321,MLM,573284106,-451.6,0.5,0.3,144.9
1322,MINI,60740F105,-703.7,0.8,0.7,25.5
1323,TSCO,892356106,-1375.6,0,0.1,153
1324,ALB,12653101,-8110.3,0.4,0.3,199
1325,ACPQF,00653D101,-62.2,0,0,-3.6
1326,BZH,07556Q881,115.7,1.6,3.5,-18.2
1327,BNHLF,87953B109,210.3,-2.7,0.4,-10.5
1328,ARTX,42682203,-133.7,0.1,0.2,-8
1329,PBEGF,89156L108,45.4,0.1,0.3,23.6
1330,WRK,96145D105,135.5,0.7,0.9,178.2
1331,BCRX,09058V103,285.2,0.2,0.1,-28.3
1332,ZEUS,68162K106,275.4,0.3,1.1,7.2
1333,NNBR,629337106,-399.3,0.5,0.8,5.3
1334,CBRI,12601V109,446.5,0.2,0.3,-4.2
1335,SCSC,806037107,362.5,0.1,0.1,43.9
1336,RVLT,76155G206,117.7,0.2,0.2,-4.5
1337,MPAA,620071100,164.2,0.1,0.2,3
1338,BIIAF,119918100,-433.5,0.1,0.1,10.8
1339,VRX,91911K102,-11900.8,0.7,0.3,48.2
1340,GPIC,36467A107,72.3,0.1,0.1,2.4
1341,AKS,1547108,270,0.4,1.4,-151.4
1342,VVUS,928551100,484.3,0.5,0.2,-46.7
1343,MIICF,L6388F110,2169,2,1.4,482.6
1344,SILC,M84116108,15.2,0,0,5.2
1345,EXP,26969P108,-790,0.3,0.2,88.6
1346,AEO,2.55E+109,1684.1,0,0,181.1
1347,VET,923725105,-579.9,0.3,0.2,127.7
1348,NKTR,640268108,-1213,1.1,0.3,-110.8
1349,FLEX,Y2573F102,-4791.9,0.2,0.4,-248.8
1350,DVCR,255104101,108.2,0.5,3.9,1.1
1351,STKR,743465106,-172.5,0.8,0.8,-6.5
1352,RKIGF,75941H106,-169.2,0.3,1.5,-0.9
1353,SYPR,871655106,-220.2,0.3,0.8,-7.9
1354,PENN,707569109,-1767.7,-1.1,1.2,-15.8
1355,SSD,829073105,926.5,0,0,60.2
1356,LJPC,503459604,511,0,0,-28.5
1357,IMAX,4.52E+113,1182.3,1.8,0.6,9.2
1358,GRMC,381431105,3.4,0.6,0.1,-1.7
1359,FALC,306137100,-531.8,0,0,-8.8
1360,FDP,G36738105,-1191.9,0.2,0.3,100.1
1361,MATW,577128101,-364.3,0.3,0.2,55.1
1362,GEO,36162J106,1021.5,0.9,0.7,62.4
1363,TARO,M8737E108,1466.2,0.2,0.1,134.6
1364,MLR,600551204,387.7,0.1,0.3,8.3
1365,ADTN,00738A106,61.9,0.1,0,69.8
1366,AMED,23436108,370.6,0.2,0.2,-2.7
1367,EFOI,29268T300,199.1,0.1,0.1,-5.1
1368,DAR,237266101,-123.9,0.7,2.2,47.6
1369,SIRI,82968B103,-9775.7,1,1.6,-287.4
1370,WVVI,969136100,43.7,0.2,0.2,0.9
1371,RS,759509102,-259.3,0.4,0.4,242.4
1372,TIXC,888733102,23.9,2.6,0.4,-2.4
1373,TESS,872386107,19.3,0,0.1,8
1374,CETV,G20045202,385.2,0.7,12.6,-71.3
1375,TENG,89323B306,13.4,11.1,2.4,-4
1376,SSYS,M85548101,2053.9,0,0,-87.8
1377,KNX,499049104,-866.3,0.1,0,57.8
1378,AZPN,45327103,474.9,0.2,0.1,-4.1
1379,CVTI,22284P105,-264,0.5,1.5,-0.1
1380,HDSN,444144109,149.2,0.2,0.1,0.6
1381,MLLGF,625284104,687.8,0.3,0.2,64
1382,SMDM,829322304,8.1,0.1,0.1,-0.8
1383,CDOR,20676Y403,-18.5,1.9,5.5,-2.8
1384,CPHC,1.38E+105,32.6,0,0,1.7
1385,RGUS,758943104,-0.2,0,0,-0.7
1386,USAP,913837100,-27.5,0.2,0.3,7.1
1387,LTFD,537590101,-0.2,0.3,0.5,-0.6
1388,TWOC,89336R207,76.1,-0.5,4.3,1.3
1389,MIND,606501104,-70.5,0.1,0.2,1.2
1390,ESINQ,45068B109,1044.4,0.2,0.3,122.6
1391,AASP,01643P105,2.5,-1.3,20.8,-1.3
1392,TSEM,M87915274,1538.4,1.4,3,-78.8
1393,PRPH,74345W108,-71.1,0,0,-2.4
1394,CYD,G21082105,1286.6,0.1,0.4,68.2
1395,NSIT,45765U103,609.1,0.1,0.1,41.3
1396,RCII,76009N100,-763.9,0.6,0.6,73.7
1397,BRKS,114340102,-1432.7,0.1,0.1,-52.2
1398,MYMX,62856A102,13.4,-1.1,2.3,-6.4
1399,TRK,847788106,-73.7,0.4,0.5,43.2
1400,ACIW,4498101,-1256,0.3,0.1,30.9
1401,STRT,863111100,279.9,0,0,11.1
1402,DLTR,256746108,-2161.6,0.2,0.1,303.6
1403,MJDLF,560909103,266.5,0.1,0.2,14.4
1404,NATI,636518102,681.9,0,0,71.5
1405,BIRDF,09076P104,1231.5,0,0,27.5
1406,CHNR,G2110U109,-49.3,0.1,0.1,0.2
1407,RDI,755408101,41.7,0.8,1.1,1
1408,ABC,3.07E+108,19724.5,0.1,0.2,379.4
1409,PCMI,69323K100,-693.2,0,0.1,2.3
1410,TAIT,874028103,7.3,0.1,0.2,-0.5
1411,ISNS,45244C104,32.1,0,0,-1.1
1412,HLIT,413160102,602.6,0,0,-118.6
1413,RMD,761152107,9006.4,0.2,0.1,145.5
1414,SBGI,829226109,3431.7,2.7,2.1,4.6
1415,SCKT,8.34E+204,-55.6,0,0,-2.4
1416,HSTRF,89615W109,1.3,0,0,-0.4
1417,GLOW,379887201,-128.6,0.7,0.1,-10.4
1418,DISH,25470M109,16413.3,5.5,0.5,548.4
1419,HA,419879101,178,0.3,0.7,29.2
1420,NHTC,63888P406,453.8,0,0.1,1.5
1421,SYX,871851101,1138.3,0,0,2.9
1422,WAB,929740108,5060,0.3,0.2,136.3
1423,ACTG,3881307,227.6,0,0,-19.1
1424,WSTG,946760105,3,0,0,2.2
1425,DSWL,250639101,-72.4,0,0,4.5
1426,TK,Y8564W103,1222.5,1.1,2.3,79.2
1427,ATEA,4.62E+211,162.8,0,0,-1.7
1428,GVP,36227K106,6.1,0.1,0.3,-2.7
1429,DIT,02341Q205,-122,0.9,2.9,3.1
1430,WINT,97382D204,88.7,0.3,0.1,-34.1
1431,AAWW,49164205,-2502.2,0.8,5.3,62.3
1432,HBPCF,422910109,-8.5,0,0,-7.9
1433,KFRC,493732101,-62.4,0.2,0.1,10.8
1434,IART,457985208,356.7,0.6,0.3,26.8
1435,BREW,224122101,32.1,0.1,0.3,-1.2
1436,BTN,58516105,283.9,0,0,0.4
1437,SMSI,832154207,20,0,0,-12.6
1438,MD,58502B106,2862.8,0.1,0,161.9
1439,CVO,15670S402,-1597.8,8.4,5.3,-68
1440,CRAY,225223304,1297.4,0.1,0.1,0.1
1441,NOVT,67000B104,-317.8,0.1,0.1,-7.2
1442,ZCLCF,988909107,125,0.1,0.1,5.3
1443,APGI,02906V102,29.3,-0.8,0.7,-1.6
1444,MYGN,62855J104,-60.3,0,0,43.3
1445,ZCOM,45320V109,-37.4,0.2,0.7,0.2
1446,DO,25271C102,-2901.4,0.3,0.2,503.4
1447,RICK,74934Q108,82.2,0.5,0.6,3.4
1448,POOL,73278L105,-621.7,0.4,0.1,68.4
1449,RSYS,750459109,-12,0.3,0.3,-15.9
1450,DVA,23918K108,3243.5,1.3,0.6,340.6
1451,OPK,68375N103,794.3,0.2,0,-46.2
1452,HSIC,806407102,-470.2,0.2,0.1,254.4
1453,MLSS,59935P209,37,-3.4,0.1,-2.5
1454,SWM,808541106,420.6,0.3,0.2,44.2
1455,PNTR,M7946T104,-76.8,0.4,1,-1.2
1456,AEIS,7973100,1234.8,0.2,0.1,1.1
1457,EL,518439104,1309.4,0.2,0.1,538.4
1458,WAT,941848103,3033.4,0.4,0.1,298
1459,SAM,100557107,-176.4,0,0,36.3
1460,IVAC,461148108,67.9,0.2,0.2,-4.6
1461,NTAP,64110D104,10934.8,0.1,0.1,319
1462,NWPX,667746101,-89.7,0.3,0.5,6.6
1463,NVAX,670002104,2087.5,0.5,0.1,-37.9
1464,LTRE,522015106,-89.9,0,0,4.9
1465,CTXS,177376100,1650.9,0.1,0,211.4
1466,NUAN,67020Y100,1129.1,0.3,0.2,-19.8
1467,STGCF,86336Y109,-17.3,0.1,0.9,3.4
1468,SMID,832156103,16.5,0.4,0.8,0.6
1469,TGTX,88322Q108,342.6,3.5,0.7,-14.1
1470,BDR,93698108,29.9,0.2,0.6,-1.8
1471,MSM,553530106,-1710.1,0.1,0,146.3
1472,SGU,85512C105,78.6,0.6,0.8,14.8
1473,NYMX,P73398102,11.2,-0.4,0,-5.9
1474,CLB,N22717107,-847.1,0.7,0.1,107.2
1475,ASTC,46484200,-210.5,1.2,2.4,-9.7
1476,AXLE,872538103,0.2,0,0,-0.3
1477,SCCO,84265V105,-997.9,0.4,0.2,1151.2
1478,TTNP,888314309,-765.5,-0.3,0,-15.5
1479,APU,30975106,-1940.3,1.3,0.6,128.9
1480,OTEX,683715106,6791.6,0.2,0.1,74.8
1481,INBP,45811V105,21.4,-1,2.1,-3.1
1482,IDRA,45168K306,498.5,-0.1,0.1,-13.9
1483,IDSA,456314103,-8.6,0.4,0.6,-0.7
1484,ENG,293306106,34.2,0.2,0.3,0.1
1485,AOLS,00765G109,26.3,0.8,0.3,-6.9
1486,WYY,967590100,19.5,0.1,0,-2.1
1487,APT,20772109,18.7,0,0,2.3
1488,APRI,03832V307,-200.2,0,0.1,-18.3
1489,IRIX,462684101,100,0,0,-0.6
1490,LNDC,514766104,-87.6,0.1,0.1,7.4
1491,PAYD,69561N402,-17.3,-0.1,0.1,-3.3
1492,TGC,88033R502,-61.7,0.3,0.3,-1.7
1493,USAT,90328S500,72.5,0.5,0.1,-9.5
1494,LPTH,532257805,-431.7,0.1,0,-11
1495,CMCO,199333105,1567.3,0.8,1.7,4.8
1496,FORD,349862300,22.1,0,0,-0.4
1497,ALXN,15351109,72.9,0.6,0.1,80.3
1498,CSGS,126349109,703.3,0.5,0.3,50.8
1499,REV,761525609,8488.8,0.6,3.5,-36.8
1500,EVTN,29407T104,-1.7,0.1,0,-1
1501,SGRP,784933103,109.7,0.1,0.1,0.3
1502,NSFDF,62948Q107,-41.7,0,0,-2.4
1503,IRM,46284V101,683.8,1.4,0.6,120.1
1504,HUBG,443320106,907.8,0.1,0.4,39.3
1505,IDT,448947507,-1513.1,0.1,0.2,0.2
1506,ABUS,03879J100,942.4,0.1,0.6,-17.4
1507,PRGX,69357C503,-276.1,0.9,0.5,-32.7
1508,ELLO,M39927120,-156.1,0.4,0.6,1.1
1509,SPH,864482104,-731.9,1.2,0.5,79.3
1510,CENX,156431108,214.8,0.3,0.5,-80.8
1511,HEB,42366C301,-51,0,0,-13.9
1512,KVHI,482738101,73.9,0.1,0.1,1
1513,OCC,683827208,-52.8,0.1,0.2,0
1514,ALJJ,1627108,-527.4,-3.5,4,-11.1
1515,PLX,74365A101,571.9,0.7,0.1,-10.2
1516,CWCO,G23773107,199.9,0.2,0.1,6.2
1517,EPM,30049A107,137.6,0,0,3.6
1518,LORL,543881106,-3235.5,0.5,1.1,-140.2
1519,DF,242370203,35,1.1,1.1,100.8
1520,STRM,86323X106,6.9,0.2,0.2,-2
1521,CRR,140781105,1072.7,0,0,49.7
1522,TCX,898697206,44,0,0,2.4
1523,SYKE,871237103,3240.5,0,0,30.5
1524,JAKK,4.70E+110,286.3,0.2,0.4,0.3
1525,PWVI,73937M106,-4.7,-0.8,0.1,-0.8
1526,FCN,302941109,-8.1,0.4,0.3,54.4
1527,TUP,899896104,-213.7,0.5,0.3,144.1
1528,NBIX,64125C109,-242.6,0.1,0.1,-54.6
1529,EXAC,3.01E+113,74.7,0.2,0.1,9.2
1530,BOSC,M20115180,-116.8,0.1,0.3,-3.9
1531,RUSHA,781846209,-1777.2,0.3,1,35.3
1532,ELED,30162U104,-69.3,-0.2,2.9,-4.9
